z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,AR
0.02165625,3.776970465966935,0.0,1682.348657378718,0.2576518894857433,0.0036607494182523243,0.002678883029552021,0.0035898519719575945,0.07115102998806752,0.005766556832854353,0.1528412818727299,1.8921261993631506e-05,7.252937292010777e-07,0.7602920003308635
0.021703124999999997,3.8066393624599044,0.0,1696.176694629803,0.2556437567281083,0.003424492164419508,0.0023931355374284275,0.003362603244301207,0.07098505108068452,0.005708263690821142,0.1535407337682568,1.7644067211027924e-05,6.631336497850311e-07,0.7605674133132276
0.02175,3.8328631760284875,0.0,1708.425020265537,0.25389468683258015,0.003211753436175455,0.002145448293073325,0.0031525400697204995,0.07085306827442864,0.0056373662483463404,0.1541649424912193,1.649757773695337e-05,6.11252813566064e-07,0.760817772356486
0.021796875,3.8561680282303046,0.0,1719.3311287868498,0.25236026958657476,0.003018161267457613,0.0019299250606305471,0.0029589030644733764,0.07074668153702424,0.005557561515588985,0.1547267235467101,1.5463052059437393e-05,5.673381213056108e-07,0.7610460136179344
0.02184375,3.8769713750806747,0.0,1729.0843363237873,0.2510061373779692,0.0028408404157031406,0.0017416400435391543,0.002780587241782904,0.07066029268852062,0.005471547013938137,0.15523533870361375,1.4525592868226113e-05,5.297032346818867e-07,0.7612546985967994
0.021890624999999997,3.8956060315905807,0.0,1737.8362194243357,0.2498054493256252,0.0026777572967533973,0.001576508378009031,0.002616393089571476,0.07059004582915092,0.005381331592378955,0.15569774439543443,1.3673132853469178e-05,4.971008947515848e-07,0.7614460491849537
0.0219375,3.9123362877176087,0.0,1745.7076315818,0.2487372118133679,0.0025273895431454224,0.0014311317048801646,0.0024651835858632543,0.07053318362860483,0.005288507214978765,0.15611925712811162,1.2895718023706909e-05,4.6860093906474166e-07,0.761621982875453
0.02203125,3.940712116528569,0.0,1759.0963490632337,0.24694613522377706,0.00226127495900131,0.0011907881841255303,0.0021990614379686015,0.07045265554133337,0.005100096599103713,0.15685156082166857,1.15456287852245e-05,4.2149194981796333e-07,0.7619325953360637
0.022125,3.964402662519845,0.0,1770.3000220211427,0.2454704316295626,0.0020313848996156045,0.0009995223629389565,0.001970278513730013,0.07039923878653931,0.004912125909134878,0.15747772737530752,1.0393524584904777e-05,3.8331499677172513e-07,0.762198945313152
0.02221875,3.9843856774443545,0.0,1779.769817990078,0.24423931709075355,0.0018318047551064871,0.0008456578382403048,0.0017727137973914983,0.07036530627657128,0.004727996588856963,0.15801771157109798,9.402926157105657e-06,3.5165406026959535e-07,0.7624290545925181
0.0223125,4.001384980291812,0.0,1787.8409410626343,0.24320170261581328,0.0016578354367978241,0.0007207040423134257,0.0016013423842187189,0.07034563579086575,0.004549862266572725,0.1584865589518203,8.545711455207956e-06,3.249091579888619e-07,0.762629190506798
0.02240625,4.015940892590393,0.0,1794.7645954994216,0.242320210487327,0.0015056730085566815,0.0006183879606402671,0.0014520881904245373,0.07033662262231093,0.004379009125348856,0.15889579366258672,7.800012168871627e-06,3.019848736235946e-07,0.7628043234330895
0.0225,4.028451957993136,0.0,1800.727025609384,0.24156764293519417,0.0013722377188967532,0.0005339902812344768,0.0013216743873036758,0.0703358266352149,0.004216268111563109,0.15925412537881367,7.1485252062695305e-06,2.8211741152786666e-07,0.7629584468443555
0.0226875,4.048166371408783,0.0,1810.1561270455602,0.2403912183501597,0.0011544793924324617,0.00040747278005550525,0.0011102783350992516,0.07035233246477739,0.0039205911837607195,0.15983514304383123,6.093968601208107e-06,2.4995298933077455e-07,0.7632133588784529
0.022875,4.063608932362669,0.0,1817.557865302296,0.23947768183540044,0.0009815405886140483,0.00031667393352247217,0.0009429724402302752,0.07037903851921713,0.003654594028965379,0.16030207066229973,5.255773095822509e-06,2.2407463475875324e-07,0.7634176299794204
0.0230625,4.07591932826151,0.0,1823.469055015486,0.23875439352340908,0.000842641503009332,0.00025020902118028495,0.0008090422161236565,0.07041061827728691,0.0034162128303141387,0.16068284565472038,4.581731814980142e-06,2.0279122444642779e-07,0.7635836459743258
0.02325,4.085881486337278,0.0,1828.2601240230888,0.23817226476035516,0.0007299684051970814,0.00020069599893142613,0.00070068410568748,0.07044400009083325,0.0032029548612268802,0.16099724192982284,4.034085896775484e-06,1.8499773030092547e-07,0.763720235524674
0.0234375,4.094044113485634,0.0,1832.191178018364,0.2376974013519791,0.000637767127095561,0.0001632387867583784,0.0006121895929205236,0.0704774333451419,0.0030122803264775186,0.1612595203852878,3.585251281920844e-06,1.699387216614684e-07,0.7638338152463147
0.023625,4.100787523286218,0.0,1835.443353142059,0.23730652730022045,0.0005617764362811891,0.00013452180415278548,0.0005393686494250065,0.07051000672147938,0.002841955356570902,0.16147986957266192,3.214825912056303e-06,1.5708674214815575e-07,0.7639291295467746
0.024,4.11070934547263,0.0,1840.2441323490223,0.23673375164936333,0.00044936493172496677,9.587168634703346e-05,0.0004319006706309761,0.07056957225346339,0.0025623277297697534,0.16181252182647196,2.6677844704717375e-06,1.3713455114059072e-07,0.7640756359825703
0.024375,4.118096324191311,0.0,1843.822926076599,0.23630910198829663,0.00036755749328866113,7.076009706981336e-05,0.00035372577084186293,0.07062175304967663,0.0023321556455927527,0.1620655659802361,2.269643081177529e-06,1.216235900992333e-07,0.7641860906966229
0.02475,4.123741491240282,0.0,1846.5605234200098,0.2359856080741789,0.00030665215305642445,5.3860429419945426e-05,0.00029555004866278994,0.07066688610869469,0.0021411836307290407,0.1622624644256392,1.9744190129555595e-06,1.0936168718903038e-07,0.7642713194230977
0.025125,4.128149740284669,0.0,1848.6998792250672,0.2357336104024706,0.0002604079157302138,4.2133156644622706e-05,0.00025137929340270885,0.07070574002148089,0.0019815716282812054,0.16241856163160046,1.7519245862571708e-06,9.954330102129262e-08,0.7643383548849727
0.025500000000000002,4.131647454622303,0.0,1850.3984597184913,0.2355340460669133,0.00022472107863215704,3.378269335035453e-05,0.00021729289305888417,0.07073915805076965,0.0018474648084088425,0.16254403914123494,1.582052432686739e-06,9.161154798202326e-08,0.7643918676705647
0.026250000000000002,4.136460503030888,0.0,1852.7407064720032,0.23525998624312236,0.0001769842368613039,2.3641701428863647e-05,0.00017164300061657797,0.07079034296320111,0.0016482391176306167,0.1627200449014852,1.359350059338478e-06,8.043026656753668e-08,0.7644676642984505
0.027,4.139861559479463,0.0,1854.3965967699746,0.2350667109302375,0.00014491911121973028,1.7554658038777783e-05,0.0001409695467505163,0.0708296577476586,0.0014978509446667459,0.16284633556825595,1.214734930862649e-06,7.251420560206555e-08,0.7645214251742732
0.028499999999999998,4.143809677050678,0.0,1856.321415821681,0.23484274519582454,0.00010970297148072388,1.1609262074020581e-05,0.00010717626539592973,0.0708795700240296,0.0013101926269672558,0.16299560011933614,1.064314143099331e-06,6.341559432756238e-08,0.7645850210009788
0.03,4.14621643405667,0.0,1857.4949366493768,0.23470642587338075,8.965150403324044e-05,8.614849769672566e-06,8.79239923475899e-05,0.07091206564252245,0.0011890474878639952,0.16308784583288888,9.85511425045951e-07,5.8093922136047056e-08,0.7646238070852269
0.033,4.148453654667973,0.0,1858.5864181694656,0.23457985108345775,7.213388824210943e-05,6.2534126063592465e-06,7.103892868413233e-05,0.07094401623456123,0.0010707320672111765,0.16317466866880154,9.233662529321192e-07,5.34190086529676e-08,0.7646601800146318
0.036,4.149536455940642,0.0,1859.1147113408415,0.23451863871372963,6.410367922965473e-05,5.258875008745478e-06,6.328648863355512e-05,0.07096005428162876,0.0010115102240202522,0.16321704167944676,8.979515571854174e-07,5.130566591411237e-08,0.7646777955148092
0.041999999999999996,4.150246461791402,0.0,1859.4612257493504,0.23447851840239373,5.901010321097805e-05,4.6578469086056e-06,5.835291078019192e-05,0.07097082222414804,0.000971833145984242,0.16324498344852134,8.831470951582408e-07,4.998648382960994e-08,0.7646894071868677
0.048,4.150482177428671,0.0,1859.576253496294,0.23446520185972308,5.735378033269229e-05,4.467609259618321e-06,5.674582534718862e-05,0.07097443309179148,0.0009585355540451977,0.1632542797461151,8.785903901267727e-07,4.956288295633805e-08,0.7646932562398358
0.06,4.150482177428516,0.0,1859.576253496294,0.2344652018597359,5.735378033269543e-05,4.467609259618559e-06,5.6745825347191713e-05,0.07097443309179535,0.00095853555404525,0.163254279746124,8.785903901268207e-07,4.9562882956340756e-08,0.7646932562398228
