z (m),u (m/s),V (1/s),T (K),rho (kg/m3),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
0.004625000000000001,-0.0006549618446647712,76.12159735958765,882.2018438394828,0.37393366367905945,0.04459076048738038,2.8309007468077323e-08,5.08094713525493e-11,8.894475125858791e-05,3.0387066660676517e-10,0.09805232700138848,1.4583084013762533e-06,1.0270916487482067e-07,1.1053949543727806e-17,1.611514094776586e-16,7.298479823547674e-11,4.4884332975857716e-14,1.7364108274793294e-06,0.009746001137654258,0.03407340343919141,0.03580548511365198,1.489767954281625e-09,2.4374946041349196e-05,2.662886959491454e-10,2.423834853016652e-09,4.184866716379322e-06,1.1217256894593916e-13,0.021578559540458318,2.0875129795515957e-07,0.026117104757777055,4.9981923914527026e-05,0.3485550230491768,1.1485477194421168e-09,8.705826916091699e-05,1.3066642353941578e-06,1.1514530453816849e-12,3.748424002015782e-10,1.5065567223362016e-10,1.4979147426642729e-05,4.211626366382339e-15,5.370207455671975e-05,5.274013598876207e-06,1.7148278258702518e-07,4.590105861596433e-10,2.374449731117738e-15,6.25179955134167e-05,1.250593652355929e-11,1.4122589519414648e-15,1.6636522630559686e-06,2.4479127166551788e-09,7.17133211088635e-06,4.624032358562285e-13,0.37592740833127436,0.0048453548711233346,5.3279118333346886e-08,0.00030314630168776485,3.3429341294698605e-08,4.644496870306452e-07
0.004750000000000001,-0.020968381332516474,78.88870203824293,956.4235707164327,0.34238455675698476,0.046551466027123456,9.378143462195785e-08,9.589398953664773e-11,9.901423492079242e-05,5.697544135275907e-10,0.10582867670550626,1.5811158373837093e-06,1.0448390958640494e-07,9.928198982073249e-17,9.470999251488038e-16,1.4130703668911233e-10,1.5493744281145904e-13,3.2494653755650805e-06,0.010598599913018137,0.037256533457764654,0.03960373132559365,1.937863658392165e-09,2.6341275002968647e-05,5.231497804343517e-10,2.349919828548388e-09,4.479915339861402e-06,5.663562985472902e-13,0.023780560973687852,4.406678630426267e-07,0.02878769232436235,6.043487898074455e-05,0.2890593461479616,2.7820905204462483e-09,9.659888228775216e-05,1.4533015189327636e-06,3.5089391249963044e-12,7.591871292683247e-10,3.49560999822462e-10,1.6224395219650964e-05,2.000644118634261e-14,5.9848309107268475e-05,4.547574631723838e-06,1.883632943043014e-07,8.130099396918998e-10,1.2967036969078674e-14,6.885506459256798e-05,1.4346324496338456e-11,2.5185961266310857e-15,1.8372667314764688e-06,2.7069591122907885e-09,7.9258071406757e-06,1.3391391552938321e-12,0.41244098164060017,0.005302095091558253,2.9782210107672693e-08,0.0003365468932705124,2.2344668169054508e-08,4.855408372598983e-07
0.004875000000000001,-0.04357220977825992,81.1474469266479,1029.9844496264993,0.31576188170336217,0.048374879633439234,2.900434498849748e-07,1.8628136179715874e-10,0.0001093542558922861,1.311398386114235e-09,0.11295278592782142,1.5248148083515629e-06,9.874653345939116e-08,8.178409488995738e-16,5.439621995842736e-15,2.852330608691373e-10,5.271447295518468e-13,6.8889606388883175e-06,0.01138142195762654,0.04019844266074189,0.043095874114633025,2.847081506359569e-09,2.7791264524745995e-05,9.285898592539519e-10,2.5995032950047222e-09,4.7017821636248175e-06,3.453885381378839e-12,0.02580826833410898,9.094051395068873e-07,0.031203751459769096,7.205227872572456e-05,0.23414701366335683,7.072091828866784e-09,0.00010514977926427006,1.5908265429448346e-06,9.710310180296491e-12,1.4075840606868303e-09,8.163930388336175e-10,1.736761747641127e-05,8.370184165835758e-14,6.580327234095013e-05,3.573644004286111e-06,2.0265303579530992e-07,1.407041544311945e-09,7.700580158124684e-14,7.465075345974436e-05,1.8027150574696242e-11,4.921580901344604e-15,1.9956220430062575e-06,2.9485747225741606e-09,8.617893106906402e-06,4.18403627337192e-12,0.44624704139356197,0.005723515367462241,2.3019276998992347e-08,0.0003638828691426314,1.8016286933516417e-08,4.961237744253914e-07
0.005,-0.06821890243254775,82.9240004106846,1102.3470000406176,0.2931781206433188,0.050053535886911124,8.139295008813382e-07,3.6828195924616036e-10,0.00012020890705483674,3.622765305317987e-09,0.11944754583352066,1.3061228428903777e-06,8.351699751398566e-08,6.268575194519235e-15,3.0541525549404113e-14,6.157385249374744e-10,1.8827877752673912e-12,1.5528009772729092e-05,0.01208583220829921,0.042891264547898725,0.04626593937147133,4.537986831263343e-09,2.85543482160901e-05,1.568514616401207e-09,3.0248748190746286e-09,4.84377702121606e-06,2.0673796961768086e-11,0.027655532767385853,1.815440399255518e-06,0.033278622796272764,8.491978633045458e-05,0.1840918683547186,1.7834010390430608e-08,0.0001125749937021751,1.7253831193132134e-06,2.3930376184827406e-11,2.3999096200710612e-09,1.86116316013808e-09,1.8409297501504795e-05,3.030483195592201e-13,7.141974440479818e-05,2.510835852669634e-06,2.137105103794875e-07,2.3170145276383242e-09,4.0768492589361643e-13,7.989558190274716e-05,2.3505765148213217e-11,1.0844235754682221e-14,2.137557099902445e-06,3.1801316757020617e-09,9.243597565871991e-06,1.2870848466538683e-11,0.4771817833865842,0.006108628804794281,2.3721855694543213e-08,0.00038266323245720343,1.6543872395926613e-08,4.965901491598605e-07
0.005124999999999999,-0.09465645837346458,84.2533337963906,1173.331739293643,0.2738696523188026,0.05155385468166898,2.0915390680826485e-06,7.443337164483165e-10,0.0001319736456636694,1.1584186301364743e-08,0.12534690017544045,1.0028804326189068e-06,6.061862939206141e-08,4.58058472802026e-14,1.8300367850537225e-13,1.5352788982763684e-09,7.845997842427401e-12,3.551095379844996e-05,0.01269417049205713,0.04533650389600522,0.04911368061829361,7.585391572348777e-09,2.8448710240257085e-05,2.616039579550874e-09,3.5011206123682516e-09,4.903860846081903e-06,1.1055511581365995e-10,0.02932331875968434,3.518606589372897e-06,0.03482871512427733,9.891347676627757e-05,0.1391213313426905,4.337807403673106e-08,0.00011873965619749016,1.874759478801912e-06,5.2096494305600415e-11,3.797064823654442e-09,4.1110846475983564e-09,1.9349956140690166e-05,9.66979809994519e-13,7.655126311386112e-05,1.537536946856869e-06,2.2086828007815816e-07,3.6067668268830433e-09,1.8578747612794873e-12,8.460125170934554e-05,3.149614453517032e-11,2.8936779785044276e-14,2.262383848579193e-06,3.4250780850456976e-09,9.801041503429098e-06,3.751070525137429e-11,0.5052131348888406,0.00645783275301329,3.085626432784125e-08,0.00038857377637255573,1.6714608578190138e-08,4.867845234871205e-07
0.0052499999999999995,-0.122671999104296,85.17368327917472,1243.3386229950065,0.25715475123873494,0.05279699088927819,5.018371443440245e-06,1.5417098100675778e-09,0.0001452932090451622,4.0990669624807226e-08,0.13069167824503128,7.104432962522394e-07,3.698295562506543e-08,3.2889613123164004e-13,1.2883344412326892e-12,4.7852478042386735e-09,3.981076127564176e-11,7.90921343222365e-05,0.013165738992907298,0.04754235719932594,0.051650738476681765,1.2875184420807196e-08,2.7380954921072807e-05,4.397958815339229e-09,3.917400689582176e-09,4.898753494564727e-06,5.273799045894349e-10,0.030811500981813685,6.619525286100486e-06,0.03550628137621629,0.00011248714662100219,0.09956255226308623,1.0076124682293837e-07,0.0001234933995875638,2.082244738176732e-06,1.0112164805149378e-10,5.630433833059519e-09,8.834902759053916e-09,2.0186842455334175e-05,2.7950986218040654e-12,8.110196537519578e-05,7.949946373931914e-07,2.2349505055720382e-07,5.315697054259514e-09,7.451303800145365e-12,8.879356355190148e-05,4.3532090798554103e-11,9.981808478872281e-14,2.3695650713813844e-06,3.742249727808049e-09,1.0289468747567203e-05,1.0316911770914259e-10,0.5304136911808719,0.00677255668773211,4.636022653443133e-08,0.0003743163462410985,1.8195108750732944e-08,4.6612520011068805e-07
0.005375,-0.1521421947928467,85.72323087053111,1313.550038760948,0.24241191742309628,0.05364144880800589,1.140379353583613e-05,3.246761009483035e-09,0.00016121810549306022,1.519578290446543e-07,0.13552853530468154,4.867611400937121e-07,1.987160513651165e-08,2.363643906062346e-12,1.0356816708113057e-11,1.7932310429079042e-08,2.2220105971337691e-10,0.00016447772487274007,0.013413524731704426,0.049522089906171234,0.05389886322409769,2.155093961780298e-08,2.552404566814136e-05,7.6153610093641e-09,4.21039153431639e-09,4.886349933633224e-06,2.3004651389994993e-09,0.03209947969472129,1.1924403846708714e-05,0.034765697629095295,0.0001212677559930005,0.0659550147116345,2.221337052022158e-07,0.00012666488064561884,2.4450090017343037e-06,1.8155860598604404e-10,7.919232881651891e-09,1.8562063649052593e-08,2.0908591714516893e-05,7.478356561844746e-12,8.507819089235131e-05,3.361200704859782e-07,2.2111635311673545e-07,7.456421361792674e-09,2.70705672230207e-11,9.25073974177475e-05,6.189795985835831e-11,4.183549358034332e-13,2.4585693635740986e-06,4.264071895200064e-09,1.0708966433441801e-05,2.6888385481100827e-10,0.5529467668707543,0.007055112893495765,7.246672347546974e-08,0.0003299320272544025,2.074167914636248e-08,4.3340421835030276e-07
0.0054375,-0.16743922113392987,85.86816314052378,1349.5289310313303,0.2355727291598891,0.05383691966238881,1.7093522974351088e-05,4.779198020569466e-09,0.00017095796655874424,2.98112380635314e-07,0.13780291212624002,4.030219464982779e-07,1.4376787033143868e-08,8.068634306676313e-12,3.114990697971075e-11,3.685022357683191e-08,5.360797551251336e-10,0.0002307062251810482,0.013390089196030207,0.05044395253039951,0.054937612564564475,2.791573531565482e-08,2.452534114699506e-05,1.0424572014848143e-08,4.3427317424154305e-09,4.922733981488071e-06,4.757734329095226e-09,0.03264031254727351,1.5766587389827476e-05,0.03357973908059267,0.00012252189940254655,0.05152995370782652,3.2847083498285615e-07,0.0001275929986122152,2.7695044944775384e-06,2.4571459869219084e-10,9.312085226750798e-09,2.7281685544442306e-08,2.121806601304719e-05,1.2091128421537241e-11,8.692064421447728e-05,1.9728014119072303e-07,2.1789412959096035e-07,8.742907156859328e-09,5.102121879951051e-11,9.421720595004079e-05,7.520514119443263e-11,9.29333641274834e-13,2.496575098012789e-06,4.7164305066147555e-09,1.0895101209963407e-05,4.372336938222078e-10,0.5634235190973761,0.007187011849233558,8.978418112376503e-08,0.00029325001592938373,2.248206430671947e-08,4.113066558131294e-07
0.0055,-0.18311407070958363,85.93219447668284,1386.3943009736897,0.22902902478334441,0.053847951683909656,2.533527052641686e-05,7.027107025001951e-09,0.00018210686521043189,5.823055071784159e-07,0.13996644310939757,3.363953700827039e-07,1.064731777015832e-08,2.509839565020748e-11,9.174217586265385e-11,7.480655994874066e-08,1.2565896447666398e-09,0.00031319307790907646,0.013239295995155853,0.05131350975479266,0.05591389026993473,3.5922434622057134e-08,2.3631510640857667e-05,1.462033944430269e-08,4.451656923454679e-09,5.006426164362418e-06,9.707502678276375e-09,0.03308189410740255,2.0382616444244092e-05,0.03178523061432066,0.0001200129351612876,0.03894207710141202,4.771594591445331e-07,0.0001280568021882143,3.23303016127289e-06,3.376363620510848e-10,1.091822209709617e-08,3.980752548469681e-08,2.148258067552368e-05,1.926519864008847e-11,8.867676181283393e-05,1.0824722303647892e-07,2.1336857822997774e-07,1.0178298289963607e-08,9.468550642669582e-11,9.581545899333118e-05,9.158017660124071e-11,2.0315547638809462e-12,2.5298055925609207e-06,5.355037445253811e-09,1.1063667411281259e-05,7.019824745300933e-10,0.5733069661157775,0.00731182052577009,1.0776874933148087e-07,0.00024793312809610196,2.4272617174079232e-08,3.852050216755051e-07
0.0055625,-0.19918613325965442,85.91963978097564,1424.4884155198847,0.2227290974039398,0.05364371475572727,3.723527723823164e-05,1.0345799410810049e-08,0.00019505563008493726,1.1323716694257412e-06,0.14202757712786238,2.838725203016295e-07,8.225068331439407e-09,7.767887942716358e-11,2.6428218385264264e-10,1.4917623090414594e-07,2.8548946690478375e-09,0.00041089746729715303,0.012928864297701832,0.05213328608762068,0.05683389074002482,4.621922222055604e-08,2.3022723648810756e-05,2.115837449309028e-08,4.569015264088939e-09,5.1546165883285905e-06,1.9626435303390664e-08,0.03338554959660696,2.5694206077225378e-05,0.02933959904618001,0.00011322433406397974,0.028267284816335784,6.83020344967261e-07,0.00012806496897975657,3.899625008846318e-06,4.81704923005176e-10,1.2863961832502656e-08,5.7917024727913357e-08,2.169119710585658e-05,3.035555030085958e-11,9.038360911050745e-05,5.5578497776580346e-08,2.0760952218541194e-07,1.1815186083807556e-08,1.7411639460068875e-10,9.730516988966183e-05,1.1198812270106694e-10,4.367938342149585e-12,2.558490934347527e-06,6.26765455530644e-09,1.1214752194258182e-05,1.1207569877157248e-09,0.582644916994279,0.007430124026377147,1.2366510325576212e-07,0.00019657018917339838,2.6016251252418975e-08,3.548158610778343e-07
0.005625,-0.21567766952101075,85.83465492608111,1464.1445277926755,0.21663233902139026,0.05319587829933199,5.429033902668478e-05,1.5293836167697398e-08,0.0002102914051187083,2.1860857381680148e-06,0.14399508989339127,2.4288165332882865e-07,6.6969763979673784e-09,2.397505350393812e-10,7.386076644898757e-10,2.894985936305202e-07,6.249480961366709e-09,0.0005195651782354309,0.012426472307882977,0.05290546946901654,0.05770461012273603,5.991601054121435e-08,2.290568708424581e-05,3.156031554979862e-08,4.745301195183342e-09,5.375073870263158e-06,3.932115914880252e-08,0.03349420242501903,3.1423123067934574e-05,0.02625359452628438,0.00010201747014906262,0.0195394118350062,9.636868946467601e-07,0.00012766238407440383,4.8539094211865975e-06,7.299098167726265e-10,1.5386203189592008e-08,8.405966320158505e-08,2.1828106355929413e-05,4.734775569250774e-11,9.20856246289512e-05,2.695765872416321e-08,2.0073483937894714e-07,1.3750277179354968e-08,3.1799418887445323e-10,9.86867697507926e-05,1.3786059789577656e-10,9.145001039013487e-12,2.583255562217723e-06,7.57567459341512e-09,1.1348077141590666e-05,1.7818540485128625e-09,0.5914894433625748,0.007542558011081723,1.333376297856132e-07,0.00014367393321387296,2.754808630881372e-08,3.2012251199479095e-07
0.0056875,-0.23260885712500667,85.68124296713238,1505.6496116782978,0.21071120687077668,0.05248143315597875,7.848404026446959e-05,2.282393575087996e-08,0.00022842661053827437,4.172504298625687e-06,0.14587779587009253,2.115352603305828e-07,5.771733360881358e-09,7.348049609874155e-10,1.9879197446812037e-09,5.426466566667934e-07,1.3106523640315402e-08,0.0006311962764871942,0.01170538735000267,0.05363141809462112,0.05853383331215256,7.89667713512989e-08,2.349058036384246e-05,4.807598645228556e-08,5.063720969119299e-09,5.656233014227166e-06,7.782828395617224e-08,0.03332925435283092,3.702789011906183e-05,0.022612947062654935,8.686280932395243e-05,0.0127267241164306,1.3405851892642324e-06,0.00012694487109247445,6.199436844079698e-06,1.1991639646335778e-09,1.8900731948283185e-08,1.2156396425966676e-07,2.1870914402341594e-05,7.309346450329355e-11,9.383591014052498e-05,1.2667092551225202e-08,1.9291366320902944e-07,1.6144991094032625e-08,5.771422051367929e-10,9.995650380461656e-05,1.7196317128537601e-10,1.8486310080953987e-11,2.6053320958279136e-06,9.442870791560945e-09,1.1462609714545241e-05,2.820275989214146e-09,0.5998951618603651,0.007649790214448062,1.323188845146216e-07,9.489387896392428e-05,2.8658725568986343e-08,2.8161111902606646e-07
0.00575,-0.24999086125818556,85.46325896861374,1549.195389969291,0.20495315470155534,0.051485178401581067,0.00011244831727484076,3.4756064606876803e-08,0.00025024368795770245,7.840321580734938e-06,0.1476840434614706,1.8867770857304803e-07,5.2829359260777286e-09,2.2283289966313032e-09,5.128244555610625e-09,9.776453086429632e-07,2.6223818311908605e-08,0.0007348599005365657,0.010752357248168424,0.054310847844331066,0.05933004897681277,1.0676487719417953e-07,2.4956752961995474e-05,7.372268996280184e-08,5.65030280905816e-09,5.958657142914416e-06,1.5138452168359758e-07,0.032791326491590486,4.1716251783542697e-05,0.01859247163455246,6.905348962758941e-05,0.0077113845288646,1.8420435341080925e-06,0.00012606363895372415,8.045923306741455e-06,2.1640040077832906e-09,2.410845168382456e-08,1.7487256166068904e-07,2.1788669489520807e-05,1.1165738005125931e-10,9.56986514559935e-05,6.0464283139566695e-09,1.8436597119377858e-07,1.92529179108493e-08,1.0409513246165815e-09,0.00010110420143074003,2.2047930661692983e-10,3.5904355896383325e-11,2.62676548156314e-06,1.2081565345657948e-08,1.155610512125332e-05,4.4410161744812226e-09,0.6079162898660192,0.007752486090624804,1.1810637661822586e-07,5.5368120338505303e-05,2.9148669664387993e-08,2.404962504751113e-07
0.0058125,-0.2678164072075748,85.18440913968011,1594.8173624298647,0.19936259904380696,0.05020078549063694,0.00015989536614417654,5.500841096234481e-08,0.00027677716933401396,1.4471382335090658e-05,0.14942099932746594,1.7384889205306758e-07,5.163464638513185e-09,6.67817156410885e-09,1.2692007611054241e-08,1.6916252828676267e-06,5.003637853383283e-08,0.0008195064896167184,0.009576539562069834,0.054940568234450766,0.06010233636614282,1.491257886937787e-07,2.741895043951409e-05,1.1227899663284798e-07,6.677849690303809e-09,6.215962899478554e-06,2.8771269634334964e-07,0.03176823575533374,4.4600233193324175e-05,0.014451300015908617,5.0631677081545795e-05,0.004280745828888101,2.5111977959248155e-06,0.0001252013335931727,1.047774308955275e-05,4.291906852688594e-09,3.2166386356583105e-08,2.498601246180375e-07,2.1539733082974382e-05,1.6901378142362344e-10,9.775231894179738e-05,3.126102534666361e-09,1.7535650034653083e-07,2.3449358757545563e-08,1.8677003516066244e-09,0.00010211007006096014,2.9775153495486044e-10,6.71180651681518e-11,2.6504993225866666e-06,1.575228596834136e-08,1.1624721022948945e-05,6.9589414396178866e-09,0.6156026128332202,0.007851259697043462,9.264345362104075e-08,2.784750176863956e-05,2.8911770812023958e-08,1.98772762664957e-07
0.005875,-0.2860478402690145,84.84823965155397,1642.3283358130227,0.19396256554549016,0.048629435072358264,0.00022654547121796814,9.286284975458086e-08,0.0003094821362795785,2.627588168810257e-05,0.15109379943083762,1.6720085554428372e-07,5.4240267394682e-09,1.978443556928999e-08,3.038530476782036e-08,2.823612845272324e-06,9.151670285326194e-08,0.0008779777096159279,0.008216777692531249,0.0555125661306916,0.06086040727821881,2.1604893054470245e-07,3.091995495765465e-05,1.6864740598223677e-07,8.369384395301848e-09,6.352487194080332e-06,5.317231354188723e-07,0.030152437120494608,4.495038324764569e-05,0.01049990239676102,3.387454946562899e-05,0.002139669678306378,3.4204003815269793e-06,0.00012450483410854973,1.3500501273262575e-05,9.235076483014934e-09,4.496469368279946e-08,3.541306770884482e-07,2.106981128210004e-05,2.5445197126236646e-10,0.00010009359827352139,1.8443981497204183e-09,1.6618157546965597e-07,2.9246865374734778e-08,3.343684315521821e-09,0.00010293939828181853,4.362109608013044e-10,1.219729846320105e-10,2.6803227834057277e-06,2.0754286520386265e-08,1.1662832770973905e-05,1.0870994220420841e-08,0.6229953106260964,0.007946621113073931,6.250758945035303e-08,1.1776780820103577e-05,2.7992232181076124e-08,1.5894640256354929e-07
0.0059375,-0.30460448772246246,84.45811182085293,1691.264484526146,0.18879478093160137,0.046776312437468194,0.0003213910564793439,1.7188074076738862e-07,0.0003505863847874667,4.712188049822076e-05,0.15270473007202123,1.6944288773396205e-07,6.148128269322316e-09,5.77689644292824e-08,7.118896454194018e-08,4.5811579354231335e-06,1.6190772040473443e-07,0.0009093076882643484,0.0067436634917371,0.056011017457257395,0.061615139571368834,3.2487355944119094e-07,3.5467151715731643e-05,2.4992739441666963e-07,1.1011148746209917e-08,6.312617452075266e-06,9.50988649054021e-07,0.02786687159142802,4.238822339254024e-05,0.007040455522113291,2.054329269448961e-05,0.0009469698150397545,4.6914244761480715e-06,0.0001239756604813388,1.697262282365e-05,2.1035758119679455e-08,6.551774515062469e-08,4.965834436380801e-07,2.031133879472724e-05,3.827062599616131e-10,0.0001028433059540816,1.259058545931851e-09,1.571491825911718e-07,3.7261385428063584e-08,5.994340440038356e-09,0.00010353194563537127,7.052079213054817e-10,2.185572332791033e-10,2.7207924883096788e-06,2.7405491459784833e-08,1.1662880851058551e-05,1.697120181337822e-08,0.6301242025380946,0.008038939857936522,3.562019147788202e-08,4.096932065495262e-06,2.655057755166942e-08,1.23495740140118e-07
0.006,-0.32335309360828773,84.017164343335,1740.8673946932818,0.1839168313307393,0.044647234414928634,0.0004574494480901977,3.5503234833720325e-07,0.00040380299457582885,8.367339494689723e-05,0.15425281707533475,1.8202756256779487e-07,7.506327680300361e-09,1.6424181594321061e-07,1.640287483769201e-07,7.257441343760493e-06,2.7882403731467193e-07,0.0009159871942111062,0.005253243001269303,0.056407355016613786,0.06237994793384508,5.050240420038039e-07,4.107224552534931e-05,3.661741509836228e-07,1.4957479559163665e-08,6.079910522814924e-06,1.632279985243437e-06,0.024894864180817117,3.697725660214918e-05,0.004296327027647446,1.1357462069548065e-05,0.00036849613475235755,6.5189205033112e-06,0.000123333323327514,2.0539926392118454e-05,4.9085509100487786e-08,9.829688782286964e-08,6.847151349946308e-07,1.9187365272623937e-05,5.75851211983721e-10,0.0001061574031136325,9.839071264068654e-10,1.4855169850508967e-07,4.8079298017551494e-08,1.076499055278638e-08,0.0001037784569009171,1.2397062869930492e-09,3.8928947375529904e-10,2.77706656391549e-06,3.60017434388489e-08,1.1614502585952023e-05,2.648906867498573e-08,0.637007638624721,0.008128440407569897,1.6970032091715294e-08,1.1605223277811115e-06,2.4766077734663025e-08,9.4341932014429e-08
0.0060625,-0.3421040430393765,83.52826811526964,1790.110324040887,0.1793968310967491,0.04224776086679187,0.0006510403765965268,8.143721464909395e-07,0.00047572199441764883,0.00014667111569641473,0.15573471372782588,2.0785271960941004e-07,9.788660836548878e-09,4.4364451269027206e-07,3.675249923483091e-07,1.1165135777270536e-05,4.653629295590348e-07,0.0008968018199931678,0.0038511188945366858,0.05665193199441281,0.06317306347612354,8.023241402603846e-07,4.768160382033188e-05,5.274608354873094e-07,2.054352001130675e-08,5.666817651556872e-06,2.648097436421157e-06,0.021306999869552628,2.9366469787133385e-05,0.0023549498754415416,5.96296987254069e-06,0.00013049494867636624,9.189166068323228e-06,0.0001218847687875036,2.361038647782595e-05,1.1311861379830527e-07,1.4896151844452258e-07,9.185071861672474e-07,1.7624897416721565e-05,8.633187593862584e-10,0.00011024695554647417,8.755540788750255e-10,1.4062492096131104e-07,6.200116603804417e-08,1.9239921135596303e-08,0.00010347050655861118,2.257127667487934e-09,6.841005494776954e-10,2.8538887998857415e-06,4.6722913083864186e-08,1.1501821889590869e-05,4.118281532332825e-08,0.6436550861117123,0.00821523167509749,7.067751772505525e-09,2.8350060173842683e-07,2.27713330153097e-08,7.251393524995434e-08
0.00609375,-0.351384899669538,83.26649583335372,1814.124431232269,0.1773041832314223,0.040939002226261005,0.0007771591963244163,1.2922983954403444e-06,0.0005237493049079224,0.0001938776579726739,0.15645514981509281,2.2814988413038557e-07,1.1457971259483724e-08,7.268037439860749e-07,5.439242569132567e-07,1.3672528431707389e-05,5.93234628188406e-07,0.0008735341621637045,0.003214186120680611,0.056684564352326945,0.06359322978428618,1.0172637174466866e-06,5.127721737764941e-05,6.276848739318e-07,2.4058875550579566e-08,5.397234173978013e-06,3.294631506019235e-06,0.019328947175690725,2.5095298502857814e-05,0.0016600122485777315,4.176870040631997e-06,7.271046310517935e-05,1.1012519633758844e-05,0.00012042139759028568,2.4708270007746055e-05,1.7239098245508543e-07,1.832379115500676e-07,1.0481687513888652e-06,1.6653551179129855e-05,1.056052972125372e-09,0.00011271644588815777,8.69285578293682e-10,1.3693642536489272e-07,7.012786346757092e-08,2.5715074648968824e-08,0.00010294915167602818,3.0717673362413283e-09,9.029091409155478e-10,2.900992396971361e-06,5.2910093657579346e-08,1.1410284109283936e-05,5.141505136787444e-08,0.6469132599397874,0.008257907758094343,4.029180568059974e-09,1.2173116643448006e-07,2.179513123685174e-08,6.416822005756125e-08
0.006125,-0.36056663882805967,82.99350919117116,1837.5514682722524,0.1753298597769779,0.03956438101798331,0.0009243122627377725,2.084142116889383e-06,0.0005821228692545435,0.0002545767520657865,0.15715787657050373,2.543999474397699e-07,1.3559182746172366e-08,1.1510576937206531e-06,7.898817215781506e-07,1.6500531306738068e-05,7.448279155464822e-07,0.0008399755424655783,0.002633201374601686,0.05664120710127294,0.0640310600192931,1.2853870550406808e-06,5.493613950709582e-05,7.376323812401988e-07,2.7952781317591822e-08,5.0876868201742445e-06,4.005221050579248e-06,0.017268922832796015,2.0785413382542764e-05,0.0011332732384034066,2.930233191055823e-06,4.0185504275422644e-05,1.3210052681675224e-05,0.00011825667483042135,2.538347531845122e-05,2.5668000401641964e-07,2.2361950912093458e-07,1.1805257310313597e-06,1.5561648621383453e-05,1.2856081313334679e-09,0.000115507730416903,8.943875233185835e-10,1.3344515047391618e-07,7.879101615678139e-08,3.410674738437731e-08,0.000102101074701226,4.084712399846971e-09,1.1753568778897433e-09,2.9525827395131093e-06,5.95497470091481e-08,1.1290456328001677e-05,6.393519033046016e-08,0.6501112519068587,0.00829988590353139,2.2247455039043285e-09,5.0730985058295234e-08,2.0765776551558997e-08,5.7527598117816395e-08
0.00615625,-0.3696075961113017,82.70958039057466,1860.1951150323198,0.1734845992877202,0.038124279897220115,0.0010943951902984978,3.414953852130727e-06,0.0006543056401718189,0.0003321171955852092,0.157843424332227,2.882062505761529e-07,1.6190958986262538e-08,1.7658777354531443e-06,1.1226025933037084e-06,1.9587594999336392e-05,9.193236140037196e-07,0.0007951814531552318,0.0021150692252483866,0.056501727676706456,0.06449115084631833,1.61413054264242e-06,5.85200642812627e-05,8.536939447525309e-07,3.211863901310345e-08,4.7411690598219135e-06,4.745216506268181e-06,0.015162687650748068,1.668032689352054e-05,0.0007492127597335334,2.07030353071463e-06,2.2294570209067948e-05,1.5842056843825947e-05,0.000115170357804539,2.55387052154876e-05,3.731252951841703e-07,2.6990040650078567e-07,1.3091373695288374e-06,1.4356322660780301e-05,1.5561173264532285e-09,0.00011867891228633948,9.535312930911405e-10,1.3013360382385731e-07,8.776342198689e-08,4.481294951744262e-08,0.0001008179163996646,5.274127027239903e-09,1.5058754499265587e-09,3.006385274578994e-06,6.653729293212299e-08,1.1135717299579411e-05,7.919828383377852e-08,0.6532496016331889,0.008341169586939588,1.2113576306271467e-09,2.092091038023536e-08,1.9711621526068635e-08,5.245289940231129e-08
0.0061875,-0.3784616886050376,82.41495476636776,1881.845649881056,0.1717797122448875,0.03661830169726826,0.0012890347431485892,5.673219999887073e-06,0.0007450946211027868,0.0004304072981229919,0.15851309547908463,3.3176361548620304e-07,1.9470233729437937e-08,2.6160973012054187e-06,1.5570537839771233e-06,2.282880526228267e-05,1.11344565806178e-06,0.0007389660443401035,0.001663581630077604,0.05624079547460121,0.06497846978411918,2.0087789400467236e-06,6.185915794714024e-05,9.70310300759745e-07,3.638577204247697e-08,4.362367733757953e-06,5.461111187876277e-06,0.013049281545574819,1.2979032131256163e-05,0.0004800332991274223,1.4694909923149042e-06,1.2511067336440014e-05,1.8950123290361596e-05,0.00011094237660913565,2.5098597253869648e-05,5.274350941159864e-07,3.211950318633727e-07,1.4262692230212602e-06,1.3051201485694649e-05,1.8712732974575174e-09,0.00012229595828241563,1.0528805656311778e-09,1.269749642383458e-07,9.675966878988682e-08,5.816488429817091e-08,9.896437436733155e-05,6.556708495725598e-09,1.8945275710311524e-09,3.0582183974988773e-06,7.370330716508586e-08,1.0937548684165103e-05,9.772152826248563e-08,0.6563292590043502,0.008381767148820786,6.59788416659657e-10,8.70051114161749e-09,1.864845846073783e-08,4.8665844996655484e-08
